Sıcaklık,Nem,Işık,Toprak_Nemi,Yağmur,Fan_Durumu,Pompa_Durumu,Led_Durumu,Isıtıcı_Durumu
26.8,90,12179,12,1,1,1,0,0
23.7,45,672,18,1,0,1,1,0
19.6,94,4039,15,0,0,1,0,0
34.5,93,1785,37,1,1,1,1,0
13.1,52,2860,43,1,0,0,1,1
34.4,38,11902,100,1,1,0,0,0
14.7,87,2788,67,0,0,0,1,1
14.7,89,5772,99,0,0,0,0,1
11.7,41,1638,25,1,0,1,1,1
15.4,69,2897,68,1,0,0,1,1
35.2,59,5962,48,1,1,0,0,0
29.8,51,13749,99,0,1,0,0,0
18.6,89,9088,57,0,0,0,0,0
27.0,66,4327,81,0,0,0,0,0
11.8,35,13831,35,0,0,1,0,1
23.8,77,13755,56,1,0,0,0,0
11.6,34,13650,95,0,0,0,0,1
21.6,73,1069,93,0,0,0,1,0
11.6,71,14803,78,1,0,0,0,1
24.7,34,660,86,1,0,0,1,0
31.0,34,9542,56,0,1,0,0,0
32.3,82,2195,36,1,1,1,1,0
23.6,84,4636,94,1,0,0,0,0
21.3,92,14907,30,0,0,1,0,0
28.2,45,2956,12,1,1,1,1,0
10.3,89,5210,36,1,0,1,0,1
27.2,65,2737,48,0,0,0,1,0
26.7,55,1890,33,1,0,1,1,0
31.6,32,14088,86,0,1,0,0,0
18.3,39,7318,58,1,0,0,0,0
21.1,66,13017,80,0,0,0,0,0
28.3,83,4148,46,0,1,0,0,0
28.9,44,8144,28,0,1,1,0,0
19.2,85,11293,17,0,0,1,0,0
16.6,76,3129,58,1,0,0,0,1
27.3,82,8692,22,1,1,1,0,0
10.4,64,1708,88,1,0,0,1,1
39.1,83,8771,21,0,1,1,0,0
14.5,41,1781,85,1,0,0,1,1
19.5,32,7518,60,0,0,0,0,0
14.8,65,2543,70,1,0,0,1,1
24.4,92,2808,11,1,0,1,1,0
20.3,65,11102,86,0,0,0,0,0
13.8,82,386,55,1,0,0,1,1
24.6,75,7361,98,1,0,0,0,0
33.8,41,3314,38,1,1,1,0,0
22.5,35,117,53,1,0,0,1,0
39.1,88,6447,24,1,1,1,0,0
39.9,68,11812,12,1,1,1,0,0
35.0,44,5145,80,1,1,0,0,0
12.2,59,1990,65,0,0,0,1,1
31.6,56,2961,98,1,1,0,1,0
21.7,37,1910,50,0,0,0,1,0
31.4,54,5351,31,1,1,1,0,0
33.6,51,3102,16,0,1,1,0,0
19.5,58,4663,83,1,0,0,0,0
34.8,57,7118,67,0,1,0,0,0
22.7,47,5424,28,0,0,1,0,0
22.5,89,10945,70,0,0,0,0,0
37.9,46,2658,98,0,1,0,1,0
30.8,38,152,50,1,1,0,1,0
37.0,83,11726,63,0,1,0,0,0
20.0,62,13581,96,1,0,0,0,0
28.9,61,14350,44,1,1,0,0,0
26.6,75,13061,83,1,0,0,0,0
24.6,42,2660,45,0,0,0,1,0
15.3,61,1426,32,1,0,1,1,1
19.9,79,3378,55,1,0,0,0,0
22.4,44,8530,75,1,0,0,0,0
21.5,41,13979,40,0,0,0,0,0
23.3,38,9567,89,0,0,0,0,0
14.5,32,4750,49,1,0,0,0,1
12.8,66,11807,13,1,0,1,0,1
16.4,64,1631,48,1,0,0,1,1
16.8,85,4394,77,1,0,0,0,1
38.9,85,12955,44,0,1,0,0,0
28.4,66,2422,19,0,1,1,1,0
16.9,80,7245,40,0,0,0,0,1
23.6,70,5892,97,1,0,0,0,0
36.9,67,3589,81,1,1,0,0,0
14.5,82,3796,58,0,0,0,0,1
38.1,53,13183,39,1,1,1,0,0
24.6,52,11779,91,0,0,0,0,0
21.0,92,4880,70,1,0,0,0,0
16.9,74,6256,40,0,0,0,0,1
14.1,67,2511,50,1,0,0,1,1
23.3,80,3431,29,1,0,1,0,0
14.3,48,9283,62,0,0,0,0,1
32.8,79,6839,92,0,1,0,0,0
14.5,54,2394,16,1,0,1,1,1
12.8,72,11168,81,1,0,0,0,1
19.1,42,8050,40,1,0,0,0,0
33.4,86,3353,27,0,1,1,0,0
16.7,70,11445,18,1,0,1,0,1
33.4,85,6065,48,1,1,0,0,0
21.5,48,14981,69,1,0,0,0,0
14.7,86,7623,36,0,0,1,0,1
15.2,54,3081,53,0,0,0,0,1
14.1,81,5003,96,1,0,0,0,1
28.9,72,9958,87,0,1,0,0,0
35.1,89,4068,19,0,1,1,0,0
11.0,43,11973,97,0,0,0,0,1
29.8,89,14515,80,0,1,0,0,0
38.3,59,11694,65,0,1,0,0,0
26.6,80,8573,32,1,1,1,0,0
18.6,59,1869,85,0,0,0,1,0
34.7,60,6055,91,1,1,0,0,0
36.0,43,9421,12,1,1,1,0,0
11.9,78,1038,22,1,0,1,1,1
30.7,80,2460,55,1,1,0,1,0
12.7,68,5055,66,1,0,0,0,1
28.0,44,10654,13,1,0,1,0,0
25.6,31,2114,33,1,0,1,1,0
21.2,76,3710,95,1,0,0,0,0
36.3,85,8429,85,0,1,0,0,0
31.4,91,14562,79,1,1,0,0,0
30.5,35,6154,75,1,1,0,0,0
11.9,65,12030,10,1,0,1,0,1
30.3,66,9088,89,1,1,0,0,0
15.9,91,14139,52,1,0,0,0,1
38.4,34,8744,21,1,1,1,0,0
35.6,43,12800,40,0,1,0,0,0
29.9,47,2989,16,0,1,1,1,0
10.2,90,12858,51,1,0,0,0,1
31.1,41,14905,54,1,1,0,0,0
34.0,83,7803,38,0,1,1,0,0
23.8,43,14839,37,1,0,1,0,0
38.9,81,7110,31,0,1,1,0,0
28.1,91,6544,80,1,1,0,0,0
14.6,67,1574,23,0,0,1,1,1
33.2,89,5986,44,0,1,0,0,0
24.6,44,4796,52,0,0,0,0,0
35.7,68,8569,75,0,1,0,0,0
25.4,65,3406,67,1,0,0,0,0
14.9,59,14439,30,0,0,1,0,1
24.8,85,13073,23,0,0,1,0,0
23.7,31,12442,38,0,0,1,0,0
35.7,62,2345,60,1,1,0,1,0
38.9,78,5653,77,1,1,0,0,0
26.5,84,3573,50,1,1,0,0,0
17.5,31,6454,27,0,0,1,0,1
14.7,52,14115,28,1,0,1,0,1
20.7,59,6464,42,1,0,0,0,0
24.8,65,9277,92,0,0,0,0,0
31.0,45,7937,33,1,1,1,0,0
11.3,61,13952,39,0,0,1,0,1
14.4,66,9248,94,1,0,0,0,1
23.3,78,11392,11,0,0,1,0,0
34.0,76,4147,56,0,1,0,0,0
17.1,51,8434,26,0,0,1,0,1
22.8,39,9034,60,1,0,0,0,0
21.3,94,14085,20,0,0,1,0,0
29.1,91,7144,28,0,1,1,0,0
27.8,95,14364,40,0,1,0,0,0
22.0,30,9506,98,0,0,0,0,0
33.1,85,13463,16,0,1,1,0,0
24.6,76,9275,45,0,0,0,0,0
10.4,72,2910,79,0,0,0,1,1
28.4,59,9322,15,1,1,1,0,0
31.9,75,2090,60,0,1,0,1,0
21.7,88,4944,37,0,0,1,0,0
36.2,78,13587,56,1,1,0,0,0
21.3,43,11760,17,0,0,1,0,0
11.4,51,13469,90,0,0,0,0,1
38.2,45,3638,82,0,1,0,0,0
33.8,34,10266,86,1,1,0,0,0
12.1,66,12780,14,1,0,1,0,1
30.2,87,730,57,1,1,0,1,0
27.6,44,10912,96,0,0,0,0,0
32.1,54,5018,12,0,1,1,0,0
34.3,74,2721,18,1,1,1,1,0
17.7,51,45,75,0,0,0,1,1
13.6,64,9517,94,1,0,0,0,1
27.5,75,563,72,1,0,0,1,0
28.7,30,730,40,0,1,0,1,0
10.2,51,13076,95,0,0,0,0,1
39.7,42,3574,46,1,1,0,0,0
13.5,72,11557,77,1,0,0,0,1
31.3,84,6597,72,1,1,0,0,0
32.4,59,2521,43,0,1,0,1,0
17.3,63,225,83,1,0,0,1,1
18.6,59,5123,67,1,0,0,0,0
19.4,70,1457,39,1,0,1,1,0
25.1,60,1469,39,1,0,1,1,0
17.5,50,7814,59,1,0,0,0,1
14.1,69,14812,100,1,0,0,0,1
14.5,31,13060,23,0,0,1,0,1
28.5,68,5915,97,0,1,0,0,0
21.6,40,1255,21,1,0,1,1,0
32.5,56,1418,35,0,1,1,1,0
17.0,80,8840,35,0,0,1,0,1
35.1,87,7337,71,0,1,0,0,0
11.1,79,13912,17,1,0,1,0,1
39.6,83,9401,94,1,1,0,0,0
33.5,72,7724,42,0,1,0,0,0
33.8,78,8297,31,1,1,1,0,0
38.8,50,11086,63,0,1,0,0,0
40.0,52,890,24,0,1,1,1,0
13.5,43,13797,35,0,0,1,0,1
18.5,55,14611,26,1,0,1,0,0
31.5,54,3060,10,1,1,1,0,0
12.2,51,1750,95,1,0,0,1,1
38.5,36,1844,34,0,1,1,1,0
12.4,53,1889,42,0,0,0,1,1
18.4,76,4853,13,0,0,1,0,0
27.4,73,11410,13,1,0,1,0,0
37.5,33,10280,52,0,1,0,0,0
12.9,90,9845,38,0,0,1,0,1
24.3,69,8413,47,0,0,0,0,0
29.8,52,5342,87,0,1,0,0,0
18.5,50,2619,16,0,0,1,1,0
12.9,66,9053,58,1,0,0,0,1
26.2,92,8666,38,0,1,1,0,0
15.4,45,6286,55,1,0,0,0,1
15.8,37,3134,68,0,0,0,0,1
17.3,63,1019,54,1,0,0,1,1
12.3,92,8877,61,0,0,0,0,1
14.5,45,8198,23,1,0,1,0,1
15.2,92,2259,54,0,0,0,1,1
10.8,84,3036,13,1,0,1,0,1
17.0,32,7674,16,1,0,1,0,1
28.5,48,948,100,1,1,0,1,0
29.9,42,13257,19,1,1,1,0,0
34.7,48,7577,56,0,1,0,0,0
19.9,32,8133,27,1,0,1,0,0
30.8,59,5033,98,1,1,0,0,0
22.5,34,3376,97,0,0,0,0,0
21.0,32,1529,77,1,0,0,1,0
21.9,45,4283,63,0,0,0,0,0
19.0,60,1749,65,0,0,0,1,0
10.9,52,12655,28,0,0,1,0,1
26.2,34,7435,50,1,0,0,0,0
39.3,33,11207,24,0,1,1,0,0
13.8,46,5375,58,1,0,0,0,1
30.0,43,6780,52,0,1,0,0,0
21.9,83,3902,54,1,0,0,0,0
13.4,92,4130,22,0,0,1,0,1
20.4,65,422,40,0,0,0,1,0
31.4,30,7752,78,0,1,0,0,0
18.0,46,5208,18,0,0,1,0,0
24.1,30,10720,27,1,0,1,0,0
24.7,42,9365,22,0,0,1,0,0
18.3,81,10089,99,0,0,0,0,0
11.4,30,9324,79,0,0,0,0,1
24.2,95,6841,56,0,0,0,0,0
17.9,33,9715,48,0,0,0,0,1
25.8,72,9852,86,1,0,0,0,0
19.1,77,10015,64,0,0,0,0,0
14.2,30,2131,29,1,0,1,1,1
15.6,53,6273,81,0,0,0,0,1
13.8,36,12880,92,0,0,0,0,1
31.4,38,7673,58,0,1,0,0,0
10.2,75,10729,68,0,0,0,0,1
15.4,32,8762,40,1,0,0,0,1
33.4,73,11574,94,0,1,0,0,0
30.7,32,5163,96,1,1,0,0,0
17.5,79,10742,64,0,0,0,0,1
30.0,32,8677,80,1,1,0,0,0
28.3,94,4979,47,1,1,0,0,0
12.7,34,14337,68,0,0,0,0,1
23.1,86,13927,64,1,0,0,0,0
31.7,72,8106,46,1,1,0,0,0
18.2,41,7021,36,0,0,1,0,0
14.2,86,10081,100,0,0,0,0,1
11.2,61,6912,28,1,0,1,0,1
20.8,39,5739,45,1,0,0,0,0
24.1,38,14385,27,0,0,1,0,0
14.6,84,3048,91,0,0,0,0,1
18.7,45,2818,99,0,0,0,1,0
12.6,68,1704,15,0,0,1,1,1
20.1,49,4299,43,0,0,0,0,0
10.3,74,6662,86,0,0,0,0,1
17.3,87,9641,58,0,0,0,0,1
20.3,71,332,61,0,0,0,1,0
13.1,81,14175,94,1,0,0,0,1
32.8,79,7883,90,1,1,0,0,0
22.5,71,8753,77,1,0,0,0,0
34.0,66,9405,62,0,1,0,0,0
23.4,52,5706,42,1,0,0,0,0
37.2,54,10852,37,1,1,1,0,0
31.7,40,2862,72,1,1,0,1,0
36.2,36,7032,50,1,1,0,0,0
18.2,56,8928,87,1,0,0,0,0
30.2,69,13570,13,1,1,1,0,0
34.6,43,3117,29,1,1,1,0,0
30.9,68,1248,79,1,1,0,1,0
10.5,90,3922,41,0,0,0,0,1
29.8,37,6085,49,0,1,0,0,0
14.9,75,9567,81,1,0,0,0,1
10.2,35,2425,76,0,0,0,1,1
35.8,50,4533,39,1,1,1,0,0
37.4,53,4577,31,1,1,1,0,0
28.2,53,14965,94,1,1,0,0,0
32.9,65,3294,25,1,1,1,0,0
11.7,86,3759,98,0,0,0,0,1
36.0,85,6,97,1,1,0,1,0
31.1,82,12070,91,0,1,0,0,0
33.6,40,12005,41,0,1,0,0,0
13.5,33,14194,65,1,0,0,0,1
37.3,88,872,73,1,1,0,1,0
37.0,75,2713,76,1,1,0,1,0
29.7,90,8140,85,0,1,0,0,0
16.9,68,3823,77,1,0,0,0,1
18.3,63,5942,24,0,0,1,0,0
29.1,79,7951,81,0,1,0,0,0
34.3,79,11225,25,1,1,1,0,0
22.9,62,14002,56,1,0,0,0,0
24.6,57,11011,100,1,0,0,0,0
23.0,50,5141,35,1,0,1,0,0
25.7,94,7944,51,1,1,0,0,0
33.5,58,6860,73,1,1,0,0,0
27.8,89,3270,45,0,1,0,0,0
16.7,95,3926,24,1,0,1,0,1
37.8,46,13792,48,1,1,0,0,0
18.3,82,10838,46,0,0,0,0,0
12.7,93,14886,79,1,0,0,0,1
21.1,58,10861,31,1,0,1,0,0
29.6,56,943,32,0,1,1,1,0
30.7,34,3850,54,1,1,0,0,0
28.3,80,13752,34,1,1,1,0,0
29.3,55,11338,33,0,1,1,0,0
24.0,82,11763,57,0,0,0,0,0
24.2,32,1805,29,1,0,1,1,0
24.8,89,14347,64,0,0,0,0,0
22.6,68,313,37,1,0,1,1,0
30.7,63,7663,70,0,1,0,0,0
34.6,79,7600,16,0,1,1,0,0
39.3,63,5325,88,1,1,0,0,0
16.5,44,201,79,0,0,0,1,1
24.5,85,8303,96,1,0,0,0,0
18.7,50,695,59,0,0,0,1,0
23.3,40,11064,16,0,0,1,0,0
28.6,41,11333,29,0,1,1,0,0
20.0,63,7719,91,0,0,0,0,0
32.2,77,7796,67,1,1,0,0,0
29.2,59,7541,91,1,1,0,0,0
37.0,45,3982,51,1,1,0,0,0
11.8,39,11406,97,1,0,0,0,1
23.7,95,11365,61,1,0,0,0,0
35.4,31,2,35,1,1,1,1,0
35.7,55,7015,34,1,1,1,0,0
39.1,40,5796,11,1,1,1,0,0
35.9,73,12499,86,1,1,0,0,0
19.1,30,13915,79,1,0,0,0,0
12.8,33,7079,10,0,0,1,0,1
39.0,77,11100,63,1,1,0,0,0
21.2,54,6305,93,1,0,0,0,0
14.7,80,3343,100,0,0,0,0,1
29.3,78,14155,44,0,1,0,0,0
24.1,76,4459,80,1,0,0,0,0
14.8,84,9746,70,0,0,0,0,1
16.1,40,178,42,0,0,0,1,1
21.4,93,12304,48,1,0,0,0,0
29.6,57,11959,40,1,1,0,0,0
29.6,49,7279,43,0,1,0,0,0
26.2,37,7244,23,0,0,1,0,0
10.5,73,11566,64,1,0,0,0,1
29.8,72,6967,38,0,1,1,0,0
34.3,31,2823,36,0,1,1,1,0
13.0,86,1935,72,0,0,0,1,1
22.4,55,3391,62,0,0,0,0,0
32.4,36,4109,24,1,1,1,0,0
39.2,93,1812,27,0,1,1,1,0
17.0,62,11086,93,1,0,0,0,1
29.1,88,4686,56,0,1,0,0,0
34.5,69,2592,23,0,1,1,1,0
17.7,41,3297,41,0,0,0,0,1
11.4,92,3431,19,1,0,1,0,1
15.6,61,573,90,0,0,0,1,1
21.5,70,9480,83,0,0,0,0,0
29.0,39,5406,56,0,1,0,0,0
31.2,78,2194,27,1,1,1,1,0
37.9,68,11979,93,0,1,0,0,0
19.8,54,12039,50,1,0,0,0,0
38.3,46,4823,70,1,1,0,0,0
31.1,31,3388,74,1,1,0,0,0
16.7,36,7492,29,1,0,1,0,1
15.6,88,8281,51,1,0,0,0,1
30.5,43,9298,70,0,1,0,0,0
24.4,84,10066,34,0,0,1,0,0
18.4,69,3061,81,0,0,0,0,0
11.8,79,5732,71,1,0,0,0,1
30.9,67,7376,10,1,1,1,0,0
36.6,59,3775,11,0,1,1,0,0
20.6,81,9573,17,1,0,1,0,0
30.8,71,8039,26,0,1,1,0,0
36.3,49,1863,26,0,1,1,1,0
21.8,72,12766,58,1,0,0,0,0
34.9,71,7779,54,0,1,0,0,0
13.8,57,14447,33,0,0,1,0,1
17.7,37,6761,93,0,0,0,0,1
17.2,47,6505,34,0,0,1,0,1
38.2,81,7301,93,0,1,0,0,0
25.8,86,5158,32,1,1,1,0,0
23.4,60,7128,71,1,0,0,0,0
33.3,69,8206,64,0,1,0,0,0
24.2,76,12218,68,0,0,0,0,0
20.2,93,7987,49,0,0,0,0,0
19.4,61,562,60,0,0,0,1,0
38.8,67,118,100,1,1,0,1,0
37.1,50,3504,56,0,1,0,0,0
30.4,92,7182,35,1,1,1,0,0
32.2,76,9625,87,0,1,0,0,0
11.7,41,9841,92,0,0,0,0,1
18.8,44,7182,15,1,0,1,0,0
26.6,41,8383,80,1,0,0,0,0
27.8,46,10853,67,1,0,0,0,0
17.8,67,12893,39,1,0,1,0,1
25.3,54,4770,75,0,0,0,0,0
26.6,88,6817,76,0,1,0,0,0
17.8,33,1392,52,1,0,0,1,1
18.1,58,7360,96,0,0,0,0,0
27.7,90,9929,51,1,1,0,0,0
38.8,81,3860,85,0,1,0,0,0
23.6,51,9981,70,1,0,0,0,0
13.9,80,7671,94,0,0,0,0,1
29.1,56,10466,47,1,1,0,0,0
33.0,57,2669,20,1,1,1,1,0
36.0,85,7294,68,0,1,0,0,0
27.3,34,9665,22,1,0,1,0,0
17.4,50,6008,59,1,0,0,0,1
28.9,48,2280,47,0,1,0,1,0
38.9,59,1506,48,1,1,0,1,0
15.8,71,1682,86,1,0,0,1,1
11.4,66,3197,85,0,0,0,0,1
17.7,74,4991,30,1,0,1,0,1
29.8,41,10087,73,0,1,0,0,0
34.3,43,2297,87,1,1,0,1,0
35.2,79,9168,25,0,1,1,0,0
11.2,86,6693,55,1,0,0,0,1
27.6,35,2621,86,0,0,0,1,0
29.5,66,7201,69,0,1,0,0,0
38.2,31,4122,42,0,1,0,0,0
16.6,56,11686,61,0,0,0,0,1
38.9,43,7503,59,0,1,0,0,0
39.2,68,7484,99,0,1,0,0,0
15.3,62,9767,71,1,0,0,0,1
36.5,51,3674,72,1,1,0,0,0
26.3,44,3762,51,0,0,0,0,0
34.0,33,4063,69,0,1,0,0,0
23.6,56,3659,35,1,0,1,0,0
34.8,65,6828,21,1,1,1,0,0
24.4,74,11132,40,0,0,0,0,0
11.6,43,343,89,1,0,0,1,1
35.9,60,12035,45,1,1,0,0,0
11.3,93,2356,49,0,0,0,1,1
29.1,69,9523,36,1,1,1,0,0
39.8,85,10746,15,0,1,1,0,0
34.1,81,4800,43,0,1,0,0,0
19.5,62,11204,58,1,0,0,0,0
24.4,64,3031,30,1,0,1,0,0
38.0,47,11947,72,1,1,0,0,0
17.4,86,3957,71,0,0,0,0,1
26.9,64,1651,44,0,0,0,1,0
23.7,31,11991,43,1,0,0,0,0
19.9,48,13565,97,0,0,0,0,0
35.0,75,10588,49,1,1,0,0,0
22.2,89,13981,33,1,0,1,0,0
13.8,49,2836,88,1,0,0,1,1
17.6,50,11137,44,0,0,0,0,1
18.5,30,2102,88,1,0,0,1,0
20.6,84,13808,54,1,0,0,0,0
25.8,45,10516,48,1,0,0,0,0
32.4,79,14946,15,1,1,1,0,0
13.6,36,7352,60,0,0,0,0,1
30.9,34,8011,70,1,1,0,0,0
39.0,64,10114,77,0,1,0,0,0
25.5,75,13867,47,0,0,0,0,0
11.7,35,11253,62,0,0,0,0,1
26.9,36,8083,16,1,0,1,0,0
39.3,65,14403,76,0,1,0,0,0
38.2,37,12002,53,1,1,0,0,0
31.8,93,11723,51,0,1,0,0,0
21.4,88,4093,16,0,0,1,0,0
21.4,76,4804,52,1,0,0,0,0
25.9,36,11120,40,0,0,0,0,0
24.1,32,12646,62,1,0,0,0,0
35.6,66,1753,90,0,1,0,1,0
30.9,55,7211,15,0,1,1,0,0
24.0,93,10183,41,0,0,0,0,0
11.8,92,10715,24,1,0,1,0,1
35.5,46,1301,74,0,1,0,1,0
35.1,48,6536,27,0,1,1,0,0
32.7,40,10263,72,0,1,0,0,0
13.6,65,6470,74,0,0,0,0,1
34.1,76,5304,38,0,1,1,0,0
18.9,80,4255,72,0,0,0,0,0
18.4,66,4009,47,0,0,0,0,0
31.4,49,9110,86,0,1,0,0,0
25.5,91,9579,75,0,1,0,0,0
25.4,31,5377,52,1,0,0,0,0
28.0,81,10445,39,0,1,1,0,0
35.4,42,3371,42,1,1,0,0,0
36.0,70,8051,82,0,1,0,0,0
27.9,57,6810,24,0,0,1,0,0
27.8,33,5973,15,0,0,1,0,0
24.6,32,7881,97,0,0,0,0,0
27.9,67,5897,66,1,0,0,0,0
12.3,38,10378,95,1,0,0,0,1
21.4,66,2748,97,1,0,0,1,0
13.6,40,8595,79,1,0,0,0,1
18.3,40,12037,18,1,0,1,0,0
22.8,35,9624,47,1,0,0,0,0
18.9,32,13184,91,1,0,0,0,0
27.0,64,6878,49,0,0,0,0,0
35.1,59,14294,42,1,1,0,0,0
22.4,42,5487,58,1,0,0,0,0
34.1,75,13673,60,1,1,0,0,0
37.8,44,9355,71,1,1,0,0,0
25.2,95,5091,38,0,1,1,0,0
26.4,46,2958,27,1,0,1,1,0
16.4,74,4990,57,0,0,0,0,1
18.0,43,4788,50,1,0,0,0,0
22.3,61,4247,31,1,0,1,0,0
32.6,75,12495,41,1,1,0,0,0
38.9,80,6957,75,1,1,0,0,0
12.5,41,1243,55,1,0,0,1,1
22.3,74,4808,64,1,0,0,0,0
34.3,67,11831,61,1,1,0,0,0
15.6,90,7089,53,1,0,0,0,1
21.1,78,692,21,1,0,1,1,0
14.4,62,8297,51,0,0,0,0,1
24.8,78,4802,70,0,0,0,0,0
34.3,41,3177,77,0,1,0,0,0
31.5,86,3637,48,0,1,0,0,0
38.7,34,4053,30,0,1,1,0,0
20.5,81,9118,24,1,0,1,0,0
13.1,92,12998,29,1,0,1,0,1
12.3,62,7987,53,0,0,0,0,1
37.5,58,4530,59,1,1,0,0,0
37.2,70,14848,70,0,1,0,0,0
30.2,80,2482,24,1,1,1,1,0
38.5,94,9972,39,0,1,1,0,0
20.6,51,1977,19,0,0,1,1,0
18.5,38,10623,26,1,0,1,0,0
23.6,65,14195,22,0,0,1,0,0
14.8,55,8882,94,1,0,0,0,1
39.7,41,1969,32,0,1,1,1,0
32.3,63,9800,58,1,1,0,0,0
26.5,85,7611,28,0,1,1,0,0
26.4,42,11196,15,1,0,1,0,0
21.8,32,9708,57,1,0,0,0,0
35.1,77,6737,86,1,1,0,0,0
14.3,86,8234,48,0,0,0,0,1
38.6,58,12527,48,0,1,0,0,0
31.3,63,10300,93,0,1,0,0,0
29.2,78,4263,63,0,1,0,0,0
22.0,43,5638,22,1,0,1,0,0
21.6,68,10786,43,0,0,0,0,0
26.9,72,12798,86,1,0,0,0,0
26.9,60,11689,19,0,0,1,0,0
24.6,54,14660,24,0,0,1,0,0
25.0,67,1893,27,1,0,1,1,0
25.4,55,5581,33,1,0,1,0,0
11.1,40,6649,54,0,0,0,0,1
31.6,64,14079,90,1,1,0,0,0
21.7,59,9961,82,1,0,0,0,0
26.8,69,9081,58,0,0,0,0,0
24.7,34,11457,43,1,0,0,0,0
18.7,81,10160,40,0,0,0,0,0
20.8,48,4177,22,1,0,1,0,0
38.3,72,7801,99,1,1,0,0,0
37.6,90,10024,99,0,1,0,0,0
31.8,48,2099,98,1,1,0,1,0
19.4,68,3324,19,0,0,1,0,0
30.6,81,514,76,0,1,0,1,0
29.1,93,8528,84,1,1,0,0,0
27.4,78,6445,18,1,1,1,0,0
36.5,53,4775,82,1,1,0,0,0
17.4,51,6056,31,0,0,1,0,1
25.8,56,6557,29,1,0,1,0,0
29.8,50,12164,49,0,1,0,0,0
35.2,40,5777,73,0,1,0,0,0
26.0,52,10767,39,0,0,1,0,0
17.1,74,12464,11,1,0,1,0,1
19.6,95,2617,61,1,0,0,1,0
10.8,90,5202,89,0,0,0,0,1
23.9,66,9763,82,0,0,0,0,0
32.4,36,13262,94,0,1,0,0,0
32.9,85,9467,40,1,1,0,0,0
21.2,35,12410,55,1,0,0,0,0
29.1,92,4056,51,1,1,0,0,0
20.6,74,4701,41,0,0,0,0,0
13.0,47,1900,95,1,0,0,1,1
29.4,36,1347,10,0,1,1,1,0
10.9,41,13846,46,1,0,0,0,1
33.3,65,11042,14,0,1,1,0,0
18.1,48,6589,15,1,0,1,0,0
38.1,90,12405,82,0,1,0,0,0
29.1,80,4698,64,1,1,0,0,0
26.7,57,241,98,0,0,0,1,0
39.2,35,3819,42,1,1,0,0,0
25.4,51,8774,72,0,0,0,0,0
28.3,80,638,55,0,1,0,1,0
19.2,86,11581,83,0,0,0,0,0
28.7,49,7231,13,0,1,1,0,0
35.2,80,7274,99,0,1,0,0,0
36.9,59,4990,89,1,1,0,0,0
38.5,65,903,49,1,1,0,1,0
33.6,35,4187,22,0,1,1,0,0
27.4,42,9558,92,0,0,0,0,0
36.7,34,12694,22,0,1,1,0,0
15.8,80,10048,19,0,0,1,0,1
21.1,69,5903,61,1,0,0,0,0
33.3,77,3170,15,1,1,1,0,0
21.7,76,4697,97,0,0,0,0,0
12.5,53,5047,72,0,0,0,0,1
21.0,74,8461,61,0,0,0,0,0
25.3,47,1975,90,0,0,0,1,0
32.3,79,6339,90,1,1,0,0,0
22.4,36,7943,41,0,0,0,0,0
38.3,31,5146,31,1,1,1,0,0
26.9,36,4765,97,1,0,0,0,0
36.5,40,12518,83,1,1,0,0,0
14.8,70,4053,98,0,0,0,0,1
39.1,67,6784,91,0,1,0,0,0
36.0,35,2223,24,1,1,1,1,0
20.9,32,2907,47,0,0,0,1,0
34.3,52,8162,47,0,1,0,0,0
30.2,63,14361,88,1,1,0,0,0
37.1,90,13207,92,0,1,0,0,0
15.6,63,5998,20,0,0,1,0,1
20.4,62,8130,18,0,0,1,0,0
31.8,50,12246,10,1,1,1,0,0
10.5,35,3302,96,1,0,0,0,1
13.7,82,9841,11,1,0,1,0,1
13.9,87,11520,44,0,0,0,0,1
39.0,62,2739,52,0,1,0,1,0
25.7,59,6032,31,0,0,1,0,0
20.1,93,9975,41,1,0,0,0,0
30.4,59,7013,85,1,1,0,0,0
16.1,81,13635,58,0,0,0,0,1
35.2,52,4275,35,0,1,1,0,0
20.7,44,13356,89,0,0,0,0,0
24.8,59,4745,49,0,0,0,0,0
17.2,43,11289,69,1,0,0,0,1
25.3,66,10119,16,1,0,1,0,0
24.1,63,14572,91,0,0,0,0,0
16.5,55,3229,37,1,0,1,0,1
29.3,58,6793,67,1,1,0,0,0
13.9,74,6889,25,0,0,1,0,1
31.3,46,12667,50,0,1,0,0,0
23.4,74,12403,35,0,0,1,0,0
16.7,69,2304,57,0,0,0,1,1
35.4,31,8993,68,1,1,0,0,0
31.9,38,7092,76,0,1,0,0,0
38.9,41,5504,93,1,1,0,0,0
21.6,33,6463,70,1,0,0,0,0
19.8,59,9847,36,0,0,1,0,0
37.7,55,11769,23,0,1,1,0,0
29.5,82,11230,72,1,1,0,0,0
16.7,47,5176,47,0,0,0,0,1
28.3,65,1648,14,0,1,1,1,0
18.3,72,14833,86,1,0,0,0,0
17.2,78,4,55,0,0,0,1,1
24.1,60,3527,47,0,0,0,0,0
20.6,36,8665,86,1,0,0,0,0
39.7,52,5188,28,0,1,1,0,0
21.0,78,13136,57,1,0,0,0,0
34.8,51,12766,70,0,1,0,0,0
32.7,36,5097,51,0,1,0,0,0
36.5,81,10308,73,1,1,0,0,0
34.9,76,6155,89,1,1,0,0,0
39.2,54,14575,92,0,1,0,0,0
